"id","X1","X2","Y","a"
1,-0.522072241035118,-1.43462005748313,0,-1
1,1.94026277993273,2.14935717993681,1,-1
1,-0.531255503739481,-1.01414943601728,0,-1
1,-1.50928151312527,-0.878071935702941,0,-1
1,1.06520915508165,0.236283307805152,1,-1
1,-1.05942879327511,-0.658319985577264,0,-1
1,0.0324672228233695,0.502549536234266,0,-1
1,0.646552552558216,-0.488828340482107,0,-1
1,1.24657395995434,-0.892651860209797,0,-1
1,0.0167815016729082,0.451985742781912,0,-1
1,0.0911668745739639,-0.0134075991436382,0,-1
1,-0.561580948004655,-1.18391683039064,0,-1
1,0.745292752200507,-0.310695214751478,0,-1
1,-0.726941969605238,0.37582659929668,1,-1
1,0.931482206280297,0.324851089561888,0,-1
1,-0.073206644856936,0.454223889668463,0,-1
1,0.543217276916658,-0.00273133455029075,1,-1
1,-1.94093542409719,0.911264844457719,0,-1
1,1.06243038562129,-0.360146291999188,0,-1
1,0.945003549037688,-1.4963812328618,1,-1
1,-1.5101817692609,-0.31533037527989,0,-1
1,0.874653951633348,-0.803279815421874,1,-1
1,0.168459366083098,0.58301569222298,1,-1
1,1.43841707254068,-1.50974839673971,0,-1
1,1.04421155672812,-1.41771672061724,0,-1
1,0.955343530547726,2.0705899914767,1,-1
1,2.72098987285623,-1.41757132290355,0,-1
1,-0.759578214431324,-0.270415694638751,0,-1
1,-1.03544420268533,0.370028738922341,0,-1
1,-0.683248751119893,1.30519028142475,0,-1
1,0.25798364649136,1.51329096546714,0,-1
1,-0.00431643424350958,-0.0587826749270614,0,-1
1,-2.43385006618461,0.015667175249325,0,-1
1,-0.657870095284106,-0.147209299792884,1,-1
1,0.526406811868393,-1.47117849386266,0,-1
1,0.305079266768715,0.932192892578321,0,-1
1,-1.33998819826271,0.882418493817703,0,-1
1,-0.816109167459252,0.100567200998721,0,-1
1,-1.97772916234215,-0.294689854803568,0,-1
1,0.56242089110641,-0.722258492108873,1,-1
1,-0.672561489321437,-1.14958492456969,1,-1
1,0.131567210080993,-1.45573734155903,0,-1
1,0.141336690173897,-0.715486727162151,0,-1
1,1.18176294388001,0.783187561073774,0,-1
1,0.297157615418229,-2.28575046640621,0,-1
1,0.0858068258487249,-0.72558381718017,0,-1
1,1.26815891825709,0.513629223762572,1,-1
1,-0.0927001075283237,-0.0675229767000011,1,-1
1,0.350602226577256,0.363258727770588,1,-1
1,-1.04380483046795,0.407641629926455,0,-1
1,-0.565570953233968,0.53315489536329,0,-1
1,1.79934266699816,0.0376791394056306,0,-1
1,-0.528607656548404,-0.755412472098392,0,-1
1,0.195961075459277,-0.265709986541736,0,-1
1,-1.23380819309661,1.19808720300825,0,-1
1,-0.436017265619267,1.30120512324114,0,-1
1,0.161166891218027,0.166390903157409,0,-1
1,1.76891740724367,-2.32516522172726,0,-1
1,-0.042913092615384,0.96697840655157,1,-1
1,-0.51402243098595,0.697767647142837,0,-1
1,0.068713668759252,-0.397242201583318,0,-1
1,-0.273419053991801,0.0636270317817901,0,-1
1,-0.937758837056519,-0.744728309241792,0,-1
1,-1.35881530682489,-2.01437799324987,0,-1
1,0.174011654247607,-0.305733538359367,0,-1
1,-0.822858294484844,1.22499947148871,1,-1
1,-0.173655847939558,-0.786571523048587,0,-1
1,0.0502340927366659,0.264891053020067,0,-1
1,-1.23416208878887,0.76912242621836,0,-1
1,-0.181510462512296,0.25396107779681,1,-1
1,1.91442591048354,0.447117410390927,1,-1
1,1.38250924040131,-1.46189798986333,0,-1
1,-0.324124697394524,1.74245159772196,0,-1
1,0.713372743321529,-0.687867781389571,0,-1
1,-1.28145016892403,-0.102533612605127,0,-1
1,-0.234028481717948,0.911566009103962,0,-1
1,1.18989119540996,-0.168300527102015,0,-1
1,-0.930964294688671,1.12136150906767,0,-1
1,1.30468922840211,0.152683140735859,1,-1
1,0.331607750747815,-0.0477130248837902,0,-1
1,-0.524725934682424,0.00394715066351065,1,-1
1,-0.286054267061154,-1.21075313676783,0,-1
1,0.410296375401469,1.44505412870315,1,-1
1,1.04068136008204,2.59919115007201,0,-1
1,-2.11235433308044,0.148917897633407,0,-1
